game_id,date,home_team,away_team,home_name,away_name,model_home_win_prob,model_away_win_prob,avg_total_runs,std_total_runs,actual_home_win,actual_home_score,actual_away_score,sim_home_prob,elo_home_prob,home_real_profiles,away_real_profiles,home_starter_id,away_starter_id,year,cumulative_batters,cumulative_pitchers,total_line,model_over_prob,model_under_prob,market_over_nv_prob,market_under_nv_prob,best_over_odds,best_under_odds,best_over_book,best_under_book,over_edge,under_edge,totals_bet_side,totals_bet_odds,totals_bet_edge,totals_bet_fraction,totals_bet_stake,totals_bet_profit,totals_bet_won,confidence,market_home_nv_prob,market_away_nv_prob,best_home_odds,best_away_odds,best_home_book,best_away_book,pinnacle_home,pinnacle_away,vig,home_edge,away_edge,home_ev,away_ev,bet_side,bet_odds,bet_edge,bet_fraction,bet_stake,bet_profit,bet_won,home_spread,away_spread,model_home_cover_prob,model_away_cover_prob,market_home_cover_nv,market_away_cover_nv,best_home_spread_odds,best_away_spread_odds,home_spread_edge,away_spread_edge,spread_bet_side,spread_bet_odds,spread_bet_edge,spread_bet_fraction,spread_bet_stake,spread_bet_profit,spread_bet_won
778541,2025-03-28,SEA,Athletics,Seattle Mariners,Athletics,0.5775465641681584,0.4224534358318416,6.479,3.6322939033068344,False,0,7,0.554,0.6010931283363168,9,9,622491,605488,2025,2360,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778542,2025-03-28,SDP,ATL,San Diego Padres,Atlanta Braves,0.546552161099824,0.45344783890017604,7.656,4.098007320637678,True,4,3,0.48800000000000004,0.6051043221996479,9,9,656302,625643,2025,2360,2011,7.0,0.5293466223698782,0.4706533776301218,0.5108342361863488,0.4891657638136511,-115.0,-105.0,fanduel,fanduel,0.005553715855058816,-0.005553715855058761,,,,0.0,0.0,0.0,,1.0,0.5583104446588969,0.4416895553411031,-138.0,118.0,fanduel,fanduel,,,0.03854752910338455,-0.010582455203165697,0.010582455203165642,-0.05536767035895629,-0.0140470170134942,,,,0.0,0.0,0.0,,-1.5,1.5,0.298,0.702,0.37984164348384336,0.6201583565161567,152.0,-184.0,-0.07365747913545906,0.07365747913545895,away 1.5,-184.0,0.07365747913545895,0.0326092433126471,326.09,177.22,1.0
778544,2025-03-28,LAD,DET,Los Angeles Dodgers,Detroit Tigers,0.6344825764977404,0.3655174235022596,8.123,4.159070929907303,True,8,5,0.665,0.6039651529954809,9,9,808967,656427,2025,2360,2011,7.5,0.504,0.496,0.47639484978540764,0.5236051502145922,100.0,-122.0,fanduel,fanduel,0.008281545064377727,-0.008281545064377616,,,,0.0,0.0,0.0,,1.0,0.6515287769784173,0.34847122302158273,-210.0,176.0,fanduel,fanduel,,,0.03973819541841972,-0.015341580432609137,0.015341580432609137,-0.0608665193847594,0.004123337533569527,,,,0.0,0.0,0.0,,-1.5,1.5,0.457,0.543,0.4782608695652174,0.5217391304347826,100.0,-120.0,-0.019134782608695666,0.019134782608695722,,,,0.0,0.0,0.0,
778538,2025-03-29,NYY,MIL,New York Yankees,Milwaukee Brewers,0.5585480968548568,0.44145190314514315,9.057,4.492855550760562,True,20,9,0.5780000000000001,0.5390961937097136,9,9,608331,641482,2025,2360,2011,8.5,0.513,0.487,0.4850248160191682,0.5149751839808318,-104.0,-118.0,fanduel,fanduel,0.008392555194249529,-0.008392555194249529,,,,0.0,0.0,0.0,,1.0,0.5545152521896708,0.4454847478103292,-136.0,116.0,fanduel,fanduel,,,0.039234149403641005,0.0036295601986674475,-0.0036295601986674475,-0.03145459026729536,-0.045592794758810506,,,,0.0,0.0,0.0,,-1.5,1.5,0.381,0.619,0.3682364729458918,0.6317635270541082,160.0,-194.0,0.011487174348697393,-0.011487174348697393,,,,0.0,0.0,0.0,
778534,2025-03-29,CWS,LAA,Chicago White Sox,Los Angeles Angels,0.48238164749806434,0.5176183525019357,8.02,4.1160174926741995,False,0,1,0.4,0.5647632949961287,9,9,686563,667755,2025,2360,2011,8.5,0.421,0.579,0.5108342361863488,0.4891657638136511,-115.0,-105.0,fanduel,fanduel,-0.026950270855904623,0.02695027085590468,,,,0.0,0.0,0.0,,1.0,0.4493432675320685,0.5506567324679315,114.0,-134.0,fanduel,fanduel,,,0.03993929227574089,0.029734541969396233,-0.029734541969396178,0.025226512333134332,-0.09032990614434888,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
778528,2025-03-29,STL,MIN,St. Louis Cardinals,Minnesota Twins,0.5815459157304941,0.4184540842695059,8.807,4.422188485354281,True,5,1,0.47900000000000004,0.6840918314609881,9,9,607200,657746,2025,2360,2011,8.0,0.532608695652174,0.4673913043478261,0.519280205655527,0.48071979434447304,-120.0,-102.0,fanduel,fanduel,0.0030508348236593097,-0.003050834823659365,,,,0.0,0.0,0.0,,0.7629858607206214,0.46303884609080476,0.5369611539091952,108.0,-126.0,fanduel,fanduel,,,0.038291354663036126,0.08137729667746524,-0.08137729667746524,0.13238557695800168,-0.1828416529018178,home,108.0,0.08137729667746524,0.030644809481018907,306.45,330.97,1.0,1.5,-1.5,0.583,0.417,0.5913146565171273,0.4086853434828726,-162.0,134.0,-0.005709568823385025,0.0057095688233850805,,,,0.0,0.0,0.0,
778536,2025-03-29,TOR,BAL,Toronto Blue Jays,Baltimore Orioles,0.5072314534969422,0.4927685465030578,9.133,4.444244705233951,False,5,9,0.561,0.45346290699388425,9,9,453286,665152,2025,2360,2011,9.0,0.4559643255295429,0.5440356744704571,0.4891657638136511,0.5108342361863488,-105.0,-115.0,fanduel,fanduel,-0.009960431485232457,0.009960431485232513,,,,0.0,0.0,0.0,,1.0,0.5242214532871973,0.47577854671280273,-120.0,102.0,fanduel,fanduel,,,0.04050405040504046,-0.0152909998112295,0.015290999811229555,-0.066960835294059,-0.008039516021454807,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
778535,2025-03-29,WSN,PHI,Washington Nationals,Philadelphia Phillies,0.40043748503048704,0.599562514969513,9.194,4.46165484994077,False,6,11,0.41100000000000003,0.38987497006097405,9,9,663623,666200,2025,2360,2011,8.5,0.508,0.492,0.519280205655527,0.48071979434447304,-120.0,-102.0,fanduel,fanduel,-0.0033840616966580583,0.003384061696658114,,,,0.0,0.0,0.0,,1.0,0.4110112789141655,0.5889887210858344,134.0,-158.0,fanduel,fanduel,,,0.03975352812562116,-0.009516414495310599,0.00951641449531071,-0.06050201725987958,-0.022694145696611046,,,,0.0,0.0,0.0,,1.5,-1.5,0.525,0.475,0.5362837617962902,0.4637162382037098,-128.0,106.0,-0.010155385616661183,0.010155385616661183,,,,0.0,0.0,0.0,
778529,2025-03-29,KCR,CLE,Kansas City Royals,Cleveland Guardians,0.49685474146403874,0.5031452585359613,8.696,4.402906312880164,True,4,3,0.53,0.46370948292807745,9,9,607625,668909,2025,2360,2011,8.0,0.5109409190371991,0.4890590809628009,0.4850248160191682,0.5149751839808318,-104.0,-118.0,fanduel,fanduel,0.007774830905409258,-0.007774830905409313,,,,0.0,0.0,0.0,,1.0,0.28611304954640615,0.7138869504535938,230.0,-310.0,fanduel,fanduel,,,0.059127864005912745,0.18966752272586934,-0.1896675227258693,0.5700758884985089,-0.3066775310697837,,,,0.0,0.0,0.0,,1.5,-1.5,0.636,0.364,0.5510744774801295,0.44892552251987045,-144.0,108.0,0.07643297026788343,-0.07643297026788343,home 1.5,-144.0,0.07643297026788343,0.022779543126287875,227.8,158.19,1.0
778540,2025-03-29,CIN,SFG,Cincinnati Reds,San Francisco Giants,0.5217854693929531,0.4782145306070469,9.932,4.674117670748138,True,3,2,0.5660000000000001,0.4775709387859063,9,9,666157,434378,2025,2360,2011,8.5,0.591,0.409,0.519280205655527,0.48071979434447304,-120.0,-102.0,fanduel,fanduel,0.021515938303341864,-0.02151593830334192,,,,0.0,0.0,0.0,,1.0,0.7418291678110409,0.2581708321889591,-370.0,265.0,fanduel,fanduel,,,0.06120664529291764,-0.19803932857627904,0.19803932857627904,-0.30923993394503224,0.6651670867931191,,,,0.0,0.0,0.0,,-1.5,1.5,0.389,0.611,0.3362245395185654,0.6637754604814345,178.0,-245.0,0.047497914433291155,-0.0474979144332911,,,,0.0,0.0,0.0,
778537,2025-03-29,TBR,COL,Tampa Bay Rays,Colorado Rockies,0.5853335578320915,0.4146664421679085,9.219,4.521840222741179,False,1,2,0.551,0.6196671156641831,9,9,641793,622608,2025,2360,2011,8.5,0.509,0.491,0.5097488057712931,0.49025119422870705,-114.5,-105.5,consensus,consensus,-0.00013122373691465405,0.00013122373691459854,,,,0.0,0.0,0.0,,0.58414674826393,0.3774069319640565,0.6225930680359435,150.0,-194.0,fanduel,fanduel,,,0.05986394557823127,0.10931369614047304,-0.10931369614047304,0.21680157026132385,-0.22214363228212214,home,150.0,0.10931369614047304,0.03613359504355398,361.34,-361.34,0.0,1.5,-1.5,0.661,0.339,0.6591820368885326,0.34081796311146756,-240.0,174.0,0.0009557615160247224,-0.0009557615160247779,,,,0.0,0.0,0.0,
