game_id,date,home_team,away_team,home_name,away_name,model_home_win_prob,model_away_win_prob,avg_total_runs,std_total_runs,actual_home_win,actual_home_score,actual_away_score,sim_home_prob,elo_home_prob,home_real_profiles,away_real_profiles,home_starter_id,away_starter_id,year,cumulative_batters,cumulative_pitchers,total_line,model_over_prob,model_under_prob,market_over_nv_prob,market_under_nv_prob,best_over_odds,best_under_odds,best_over_book,best_under_book,over_edge,under_edge,totals_bet_side,totals_bet_odds,totals_bet_edge,totals_bet_fraction,totals_bet_stake,totals_bet_profit,totals_bet_won,confidence,market_home_nv_prob,market_away_nv_prob,best_home_odds,best_away_odds,best_home_book,best_away_book,pinnacle_home,pinnacle_away,vig,home_edge,away_edge,home_ev,away_ev,bet_side,bet_odds,bet_edge,bet_fraction,bet_stake,bet_profit,bet_won
778538,2025-03-29,NYY,MIL,New York Yankees,Milwaukee Brewers,0.5410480968548568,0.4589519031451432,7.775,4.162255998854468,True,20,9,0.543,0.5390961937097136,9,9,608331,641482,2025,2360,2011,8.5,0.39,0.61,0.4850248160191682,0.5149751839808318,-104.0,-118.0,fanduel,fanduel,-0.02850744480575046,0.028507444805750515,,,,0.0,0.0,0.0,,1.0,0.5545152521896708,0.4454847478103292,-136.0,116.0,fanduel,fanduel,,,0.039234149403641005,-0.012120439801332594,0.012120439801332594,-0.058785472620236645,-0.011572794758810456,,,,0.0,0.0,0.0,
778534,2025-03-29,CWS,LAA,Chicago White Sox,Los Angeles Angels,0.48088164749806434,0.5191183525019356,7.629,3.972827582465668,False,0,1,0.397,0.5647632949961287,9,9,686563,667755,2025,2360,2011,8.5,0.377,0.623,0.5108342361863488,0.4891657638136511,-115.0,-105.0,fanduel,fanduel,-0.04015027085590467,0.04015027085590467,,,,0.0,0.0,0.0,,1.0,0.4493432675320685,0.5506567324679315,114.0,-134.0,fanduel,fanduel,,,0.03993929227574089,0.02838454196939627,-0.028384541969396215,0.022337512333134413,-0.08797244345778177,,,,0.0,0.0,0.0,
778528,2025-03-29,STL,MIN,St. Louis Cardinals,Minnesota Twins,0.570045915730494,0.429954084269506,8.248,4.042585311406551,True,5,1,0.456,0.6840918314609881,9,9,607200,657746,2025,2360,2011,8.0,0.4766666666666667,0.5233333333333333,0.519280205655527,0.48071979434447304,-120.0,-102.0,fanduel,fanduel,-0.010048091736153397,0.010048091736153342,,,,0.0,0.0,0.0,,0.7859858607206215,0.46303884609080476,0.5369611539091952,108.0,-126.0,fanduel,fanduel,,,0.038291354663036126,0.0756954393605484,-0.07569543936054834,0.12056731373881457,-0.17265038501591923,home,108.0,0.0756954393605484,0.027909100402503374,558.18,602.83,1.0
778536,2025-03-29,TOR,BAL,Toronto Blue Jays,Baltimore Orioles,0.5017314534969421,0.49826854650305785,8.223,4.096494965211114,False,5,9,0.55,0.45346290699388425,9,9,453286,665152,2025,2360,2011,9.0,0.3793103448275862,0.6206896551724138,0.4891657638136511,0.5108342361863488,-105.0,-115.0,fanduel,fanduel,-0.032956625695819475,0.032956625695819475,,,,0.0,0.0,0.0,,1.0,0.5242214532871973,0.47577854671280273,-120.0,102.0,fanduel,fanduel,,,0.04050405040504046,-0.02024099981122962,0.02024099981122962,-0.07603583529405922,0.0019594839785453955,,,,0.0,0.0,0.0,
778535,2025-03-29,WSN,PHI,Washington Nationals,Philadelphia Phillies,0.42843748503048706,0.5715625149695129,8.295,4.17779547129823,False,6,11,0.467,0.38987497006097405,9,9,663623,666200,2025,2360,2011,8.5,0.437,0.563,0.519280205655527,0.48071979434447304,-120.0,-102.0,fanduel,fanduel,-0.0246840616966581,0.0246840616966581,,,,0.0,0.0,0.0,,1.0,0.4110112789141655,0.5889887210858344,134.0,-158.0,fanduel,fanduel,,,0.03975352812562116,0.0156835855046894,-0.0156835855046894,-0.001534017259879672,-0.06384351278521883,,,,0.0,0.0,0.0,
778529,2025-03-29,KCR,CLE,Kansas City Royals,Cleveland Guardians,0.5013547414640387,0.4986452585359613,7.499,4.0899876527930985,True,4,3,0.539,0.46370948292807745,9,9,607625,668909,2025,2360,2011,8.0,0.39562841530054643,0.6043715846994535,0.4850248160191682,0.5149751839808318,-104.0,-118.0,fanduel,fanduel,-0.015273820690372863,0.015273820690372863,,,,0.0,0.0,0.0,,0.5695166161647349,0.28611304954640615,0.7138869504535938,230.0,-310.0,fanduel,fanduel,,,0.059127864005912745,0.11032534803465222,-0.11032534803465222,0.30824671201749254,-0.201741106478174,home,230.0,0.11032534803465222,0.03350507739320571,670.1,1541.23,1.0
778540,2025-03-29,CIN,SFG,Cincinnati Reds,San Francisco Giants,0.49628546939295315,0.5037145306070469,9.621,4.601451836105644,True,3,2,0.515,0.4775709387859063,9,9,666157,434378,2025,2360,2011,8.5,0.548,0.452,0.519280205655527,0.48071979434447304,-120.0,-102.0,fanduel,fanduel,0.004384759590652654,-0.004384759590652654,,,,0.0,0.0,0.0,,0.5089126031638245,0.7418291678110409,0.2581708321889591,-370.0,265.0,fanduel,fanduel,,,0.06120664529291764,-0.11246425447717989,0.11246425447717989,-0.2005364614407712,0.3528180663314072,away,265.0,0.11246425447717989,0.033284723238812,665.69,-665.69,0.0
778537,2025-03-29,TBR,COL,Tampa Bay Rays,Colorado Rockies,0.6223335578320915,0.37766644216790846,8.945,4.371038206193123,False,1,2,0.625,0.6196671156641831,9,9,641793,622608,2025,2360,2011,8.5,0.497,0.503,0.5097488057712931,0.49025119422870705,-114.5,-105.5,consensus,consensus,-0.001951128542542091,0.0019511285425420355,,,,0.0,0.0,0.0,,0.5101467482639299,0.3774069319640565,0.6225930680359435,150.0,-194.0,fanduel,fanduel,,,0.05986394557823127,0.11245366957485081,-0.11245366957485081,0.22465150384726829,-0.22690214872391112,home,150.0,0.11245366957485081,0.03744191730787805,748.84,-748.84,0.0
778539,2025-03-29,MIA,PIT,Miami Marlins,Pittsburgh Pirates,0.5234777198828923,0.47652228011710773,8.431,4.279163352806247,True,5,4,0.537,0.5099554397657845,9,9,678368,663559,2025,2360,2011,8.0,0.48184818481848185,0.5181518151815182,0.5,0.5,-110.0,-110.0,fanduel,fanduel,-0.00544554455445545,0.00544554455445545,,,,0.0,0.0,0.0,,1.0,0.5,0.5,-113.0,-113.0,fanduel,fanduel,,,0.06103286384976525,0.021129947894602985,-0.02112994789460304,-0.017693107065925306,-0.09735114072168533,,,,0.0,0.0,0.0,
778531,2025-03-29,TEX,BOS,Texas Rangers,Boston Red Sox,0.519672809864602,0.48032719013539804,10.26,4.586545541036304,True,4,3,0.48900000000000005,0.5503456197292039,9,9,641816,621111,2025,2360,2011,9.0,0.5877777777777777,0.4122222222222222,0.48799650807507633,0.5120034919249236,-104.0,-115.0,consensus,consensus,0.029934380910810465,-0.02993438091081041,,,,0.0,0.0,0.0,,1.0,0.5242214532871973,0.47577854671280273,-120.0,102.0,fanduel,fanduel,,,0.04050405040504046,-0.004093779080335813,0.004093779080335758,-0.04643259728742061,-0.030657901897860218,,,,0.0,0.0,0.0,
778530,2025-03-29,HOU,NYM,Houston Astros,New York Mets,0.5174035452392455,0.4825964547607545,9.303,4.58270564186704,True,2,1,0.525,0.5098070904784909,9,9,681293,656288,2025,2360,2011,8.5,0.533,0.467,0.5217391304347826,0.4782608695652174,-120.0,100.0,consensus,consensus,0.003378260869565275,-0.0033782608695652194,,,,0.0,0.0,0.0,,1.0,0.5285423037716617,0.47145769622833833,-122.0,104.0,fanduel,fanduel,,,0.03974562798092207,-0.010024882679174563,0.010024882679174563,-0.056468299323507054,-0.01777553902867368,,,,0.0,0.0,0.0,
778520,2025-03-29,SDP,ATL,San Diego Padres,Atlanta Braves,0.5078057552250373,0.49219424477496265,8.861,4.248255995111405,True,1,0,0.389,0.6266115104500747,9,9,681190,680885,2025,2360,2011,8.0,0.520174482006543,0.4798255179934569,0.5086640097036909,0.49133599029630914,-114.0,-106.0,fanduel,fanduel,0.0028865497622957426,-0.002886549762295687,,,,0.0,0.0,0.0,,0.8359198726017039,0.4257656915258893,0.5742343084741107,126.0,-148.0,fanduel,fanduel,,,0.039252069654581945,0.061721027636064796,-0.061721027636064796,0.10171998530601611,-0.14119396183895006,,,,0.0,0.0,0.0,
778532,2025-03-29,ARI,CHC,Arizona Diamondbacks,Chicago Cubs,0.5058757689371437,0.4941242310628563,9.256,4.636212247082741,False,3,4,0.453,0.5587515378742873,9,9,694297,684007,2025,2360,2011,9.0,0.4771739130434783,0.5228260869565218,0.5236051502145922,0.47639484978540764,-122.0,100.0,fanduel,fanduel,-0.013929371151334191,0.013929371151334247,,,,0.0,0.0,0.0,,1.0,0.5285423037716617,0.47145769622833833,-122.0,104.0,fanduel,fanduel,,,0.03974562798092207,-0.020399881351066185,0.020399881351066185,-0.075347395267441,0.003389458261985223,,,,0.0,0.0,0.0,
778533,2025-03-29,LAD,DET,Los Angeles Dodgers,Detroit Tigers,0.5962787139470511,0.4037212860529489,7.286,3.799500493485953,True,7,3,0.5670000000000001,0.6255574278941023,9,9,808963,681857,2025,2360,2011,7.5,0.43,0.57,0.5149751839808318,0.4850248160191682,-118.0,-104.0,fanduel,fanduel,-0.025492555194249533,0.025492555194249478,,,,0.0,0.0,0.0,,1.0,0.6301020408163266,0.3698979591836734,-190.0,160.0,fanduel,fanduel,,,0.039787798408488007,-0.030440994182347914,0.030440994182347914,-0.08472787619024313,0.04088127875165548,,,,0.0,0.0,0.0,
778521,2025-03-29,SEA,Athletics,Seattle Mariners,Athletics,0.5987446814890647,0.4012553185109353,7.203,3.8799215198248533,False,2,4,0.63,0.5674893629781294,9,9,682243,674370,2025,2360,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778526,2025-03-30,WSN,PHI,Washington Nationals,Philadelphia Phillies,0.4143718853132349,0.5856281146867651,8.549,4.093848922468927,True,5,1,0.46,0.36874377062646974,9,9,680730,605400,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778523,2025-03-30,NYY,MIL,New York Yankees,Milwaukee Brewers,0.5471661277037843,0.45283387229621574,9.061,4.463774075824179,True,12,3,0.529,0.5653322554075684,9,9,573186,650644,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778525,2025-03-30,TOR,BAL,Toronto Blue Jays,Baltimore Orioles,0.48786700154490836,0.5121329984550916,8.768,4.291640245873365,True,3,1,0.548,0.42773400308981663,9,9,605135,608372,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778522,2025-03-30,CIN,SFG,Cincinnati Reds,San Francisco Giants,0.49631435923141765,0.5036856407685824,9.195,4.569351704563788,False,3,6,0.48500000000000004,0.5076287184628352,9,9,607259,592662,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778524,2025-03-30,TBR,COL,Tampa Bay Rays,Colorado Rockies,0.5637571239032644,0.4362428760967356,7.696,4.018654501198132,True,6,4,0.542,0.5855142478065286,9,9,671737,663372,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778519,2025-03-30,MIA,PIT,Miami Marlins,Pittsburgh Pirates,0.5185460174471698,0.48145398255283023,8.675,4.2761401988241685,True,3,2,0.499,0.5380920348943395,9,9,676974,571760,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778510,2025-03-30,KCR,CLE,Kansas City Royals,Cleveland Guardians,0.5017585690245667,0.4982414309754333,7.222,3.7739523049450425,False,2,6,0.509,0.4945171380491335,9,9,608379,676440,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778527,2025-03-30,CWS,LAA,Chicago White Sox,Los Angeles Angels,0.4852862907577937,0.5147137092422063,7.791,4.0449127308262165,False,2,3,0.438,0.5325725815155874,9,9,663436,686799,2025,2360,2012,6.5,0.579,0.421,0.5025706940874036,0.49742930591259643,-115.0,-112.5,consensus,consensus,0.01889257494178942,-0.018892574941789475,,,,0.0,0.0,0.0,,0.8239673127214129,0.5733026343970873,0.4266973656029127,-152.5,122.5,consensus,consensus,,,0.05341651812240045,-0.06527033112962988,0.06527033112962982,-0.15883176016371814,0.09462812522990727,,,,0.0,0.0,0.0,
778517,2025-03-30,STL,MIN,St. Louis Cardinals,Minnesota Twins,0.5782986676229686,0.42170133237703145,7.511,3.9907241197557117,True,9,2,0.457,0.6995973352459371,9,9,669467,641927,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778516,2025-03-30,TEX,BOS,Texas Rangers,Boston Red Sox,0.5384059411970309,0.4615940588029691,9.258,4.20564335149808,True,3,2,0.501,0.5758118823940618,9,9,594798,690916,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778515,2025-03-30,ARI,CHC,Arizona Diamondbacks,Chicago Cubs,0.49391703103611395,0.506082968963886,9.28,4.348057037344382,True,10,6,0.461,0.5268340620722279,9,9,593958,571510,2025,2360,2012,6.5,0.721,0.279,0.48581617766250607,0.5141838223374939,-108.0,-122.0,fanduel,fanduel,0.07055514670124818,-0.07055514670124818,over,-108.0,0.07055514670124818,0.019313088669152233,386.26,357.65,1.0,,,,,,,,,,,,,,,,,,,,,
778513,2025-03-30,SEA,Athletics,Seattle Mariners,Athletics,0.580589120051483,0.419410879948517,7.452,3.9831766217430027,True,2,1,0.626,0.535178240102966,9,9,693433,676664,2025,2360,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778514,2025-03-30,SDP,ATL,San Diego Padres,Atlanta Braves,0.607249258118527,0.39275074188147296,8.71,4.435752472805488,True,5,0,0.5680000000000001,0.646498516237054,9,9,601713,700363,2025,2360,2012,8.0,0.5140388768898488,0.48596112311015116,0.49133599029630914,0.5086640097036909,-106.0,-114.0,fanduel,fanduel,0.0068108659780619085,-0.0068108659780619085,,,,0.0,0.0,0.0,,1.0,0.5427435387673957,0.4572564612326043,-130.0,110.0,fanduel,fanduel,,,0.04140786749482395,0.05805514741601825,-0.05805514741601825,0.06295152170911689,-0.16167724098516922,,,,0.0,0.0,0.0,
