game_id,date,home_team,away_team,home_name,away_name,model_home_win_prob,model_away_win_prob,avg_total_runs,std_total_runs,actual_home_win,actual_home_score,actual_away_score,sim_home_prob,elo_home_prob,home_real_profiles,away_real_profiles,home_starter_id,away_starter_id,year,total_line,model_over_prob,model_under_prob,market_over_nv_prob,market_under_nv_prob,best_over_odds,best_under_odds,best_over_book,best_under_book,over_edge,under_edge,totals_bet_side,totals_bet_odds,totals_bet_edge,totals_bet_fraction,totals_bet_stake,totals_bet_profit,totals_bet_won,confidence,market_home_nv_prob,market_away_nv_prob,best_home_odds,best_away_odds,best_home_book,best_away_book,pinnacle_home,pinnacle_away,vig,home_edge,away_edge,home_ev,away_ev,bet_side,bet_odds,bet_edge,bet_fraction,bet_stake,bet_profit,bet_won
661738,2022-04-10,MIN,SEA,Minnesota Twins,Seattle Mariners,0.603,0.397,8.529,4.224116357298885,True,10,4,0.603,,9,9,641927,594835,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662019,2022-04-10,STL,PIT,St. Louis Cardinals,Pittsburgh Pirates,0.68,0.31999999999999995,9.691,4.60190384514931,False,4,9,0.68,,9,9,571927,669060,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663204,2022-04-10,CHC,MIL,Chicago Cubs,Milwaukee Brewers,0.41800000000000004,0.582,7.639,4.18768181694837,False,4,5,0.41800000000000004,,9,9,573186,642547,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662934,2022-04-10,COL,LAD,Colorado Rockies,Los Angeles Dodgers,0.264,0.736,13.006,5.538046948157807,True,9,4,0.264,,9,9,622608,628711,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662122,2022-04-10,SFG,MIA,San Francisco Giants,Miami Marlins,0.5740000000000001,0.42599999999999993,10.201,4.496509646381291,True,3,2,0.5740000000000001,,8,9,543101,669432,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661039,2022-04-10,LAA,HOU,Los Angeles Angels,Houston Astros,0.48100000000000004,0.5189999999999999,8.764,4.3423845983514635,False,1,4,0.48100000000000004,,9,9,660761,664353,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663395,2022-04-10,ARI,SDP,Arizona Diamondbacks,San Diego Padres,0.47500000000000003,0.5249999999999999,8.826,4.268691134293977,False,5,10,0.47500000000000003,,8,9,592761,622503,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661316,2022-04-10,NYY,BOS,New York Yankees,Boston Red Sox,0.5700000000000001,0.42999999999999994,8.882,4.565312256571286,False,3,4,0.5700000000000001,,9,9,656756,656557,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662754,2022-04-11,KCR,CLE,Kansas City Royals,Cleveland Guardians,0.278,0.722,10.049,4.6723226558104916,False,7,10,0.278,,9,9,672578,650644,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663403,2022-04-11,BAL,MIL,Baltimore Orioles,Milwaukee Brewers,0.35100000000000003,0.649,11.381,5.173957769444973,True,2,0,0.35100000000000003,,9,9,669145,605288,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662042,2022-04-11,TEX,COL,Texas Rangers,Colorado Rockies,0.532,0.46799999999999997,10.397,4.908705633871316,False,4,6,0.532,,9,9,621368,596295,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718760,2023-04-01,HOU,CWS,Houston Astros,Chicago White Sox,0.632,0.368,10.164,4.696073253261708,True,6,4,0.632,,9,9,664353,608337,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718759,2023-04-01,STL,TOR,St. Louis Cardinals,Toronto Blue Jays,0.43100000000000005,0.569,10.878,5.421910733311643,True,4,1,0.43100000000000005,,9,9,656427,592332,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718758,2023-04-01,CHC,MIL,Chicago Cubs,Milwaukee Brewers,0.47100000000000003,0.5289999999999999,6.649,3.7968143225604276,False,1,3,0.47100000000000003,,8,9,657006,605540,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718752,2023-04-01,TEX,PHI,Texas Rangers,Philadelphia Phillies,0.545,0.45499999999999996,8.178,4.307704260972426,True,16,3,0.545,,9,9,543135,554430,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718753,2023-04-01,WSN,ATL,Washington Nationals,Atlanta Braves,0.385,0.615,11.254,4.93391163277171,False,1,7,0.385,,9,9,680686,675911,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718762,2023-04-01,NYY,SFG,New York Yankees,San Francisco Giants,0.43000000000000005,0.57,10.648,4.8717651831753965,False,5,7,0.43000000000000005,,9,8,657376,502171,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718757,2023-04-01,OAK,LAA,Oakland Athletics,Los Angeles Angels,0.386,0.614,10.29,4.708492327698964,False,1,13,0.386,,9,9,660261,663776,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718761,2023-04-01,BOS,BAL,Boston Red Sox,Baltimore Orioles,0.5810000000000001,0.41899999999999993,10.059,4.95333412965449,True,9,8,0.5810000000000001,,9,9,519242,665152,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718756,2023-04-01,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,0.42500000000000004,0.575,13.01,5.3899814470923735,True,6,2,0.42500000000000004,,9,8,666157,448179,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718754,2023-04-01,TBR,DET,Tampa Bay Rays,Detroit Tigers,0.7000000000000001,0.29999999999999993,9.142,4.394978498240919,True,12,2,0.7000000000000001,,9,8,621107,605513,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718751,2023-04-01,KCR,MIN,Kansas City Royals,Minnesota Twins,0.36500000000000005,0.635,8.578,4.167483173331357,False,0,2,0.36500000000000005,,9,9,543475,543243,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718755,2023-04-01,MIA,NYM,Miami Marlins,New York Mets,0.598,0.402,9.398,4.565040635087491,False,2,6,0.598,,9,9,665795,656731,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718750,2023-04-01,SDP,COL,San Diego Padres,Colorado Rockies,0.724,0.276,10.841,5.0087642188468005,True,8,4,0.724,,8,9,608379,570632,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718749,2023-04-01,LAD,ARI,Los Angeles Dodgers,Arizona Diamondbacks,0.731,0.269,11.899,4.8442542253684415,True,10,1,0.731,,9,8,477132,518516,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718746,2023-04-01,SEA,CLE,Seattle Mariners,Cleveland Guardians,0.517,0.483,6.334,3.942897919043809,False,0,2,0.517,,8,9,669302,650644,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718742,2023-04-02,TBR,DET,Tampa Bay Rays,Detroit Tigers,0.752,0.248,9.24,4.5310484437931144,True,5,1,0.752,,9,8,605488,666214,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718748,2023-04-02,BOS,BAL,Boston Red Sox,Baltimore Orioles,0.5670000000000001,0.43299999999999994,10.532,5.018662770101215,True,9,5,0.5670000000000001,,9,9,656557,608344,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718743,2023-04-02,WSN,ATL,Washington Nationals,Atlanta Braves,0.392,0.608,12.065,5.047848551610874,True,4,1,0.392,,9,9,669022,694363,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718747,2023-04-02,NYY,SFG,New York Yankees,San Francisco Giants,0.547,0.45299999999999996,11.537,4.924492968824303,True,6,0,0.547,,9,9,666745,548389,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718744,2023-04-02,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,0.496,0.504,11.196,5.233505899490321,True,3,1,0.496,,9,8,668933,592826,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718741,2023-04-02,MIA,NYM,Miami Marlins,New York Mets,0.53,0.47,9.067,4.6169807233732305,False,1,5,0.53,,9,8,669432,673540,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718745,2023-04-02,KCR,MIN,Kansas City Royals,Minnesota Twins,0.36500000000000005,0.635,9.933,4.718528478244038,False,4,7,0.36500000000000005,,9,9,641745,657746,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718740,2023-04-02,HOU,CWS,Houston Astros,Chicago White Sox,0.53,0.47,8.242,4.188249753775436,False,3,6,0.53,,9,9,677651,605182,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718737,2023-04-02,STL,TOR,St. Louis Cardinals,Toronto Blue Jays,0.537,0.46299999999999997,10.654,5.129355125159497,True,9,4,0.537,,9,9,656756,605135,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718738,2023-04-02,CHC,MIL,Chicago Cubs,Milwaukee Brewers,0.621,0.379,10.716,4.686933325747231,False,5,9,0.621,,8,9,592791,641778,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718734,2023-04-02,OAK,LAA,Oakland Athletics,Los Angeles Angels,0.35800000000000004,0.6419999999999999,11.456,4.790205006051411,False,0,6,0.35800000000000004,,9,9,686610,542881,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718736,2023-04-02,LAD,ARI,Los Angeles Dodgers,Arizona Diamondbacks,0.6,0.4,12.604,5.366114422932109,False,1,2,0.6,,9,9,592789,605200,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718733,2023-04-02,SDP,COL,San Diego Padres,Colorado Rockies,0.6920000000000001,0.30799999999999994,10.328,4.795457850925185,True,3,1,0.6920000000000001,,9,8,607625,596295,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718735,2023-04-02,SEA,CLE,Seattle Mariners,Cleveland Guardians,0.5650000000000001,0.43499999999999994,7.712,3.9886157999987915,False,5,6,0.5650000000000001,,9,9,594835,615698,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718739,2023-04-02,TEX,PHI,Texas Rangers,Philadelphia Phillies,0.5670000000000001,0.43299999999999994,10.889,4.785674351645754,True,2,1,0.5670000000000001,,9,9,527048,663559,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718731,2023-04-03,MIL,NYM,Milwaukee Brewers,New York Mets,0.618,0.382,9.866,4.451970799544849,True,10,0,0.618,,9,9,642547,471911,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718730,2023-04-03,CWS,SFG,Chicago White Sox,San Francisco Giants,0.41500000000000004,0.585,11.246,5.282753448723497,False,3,12,0.41500000000000004,,9,8,656629,543101,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718728,2023-04-03,CIN,CHC,Cincinnati Reds,Chicago Cubs,0.462,0.538,12.14,5.24141202349138,True,7,6,0.462,,9,8,656818,592767,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718729,2023-04-03,MIA,MIN,Miami Marlins,Minnesota Twins,0.47000000000000003,0.53,9.354,4.405755780794028,False,1,11,0.47000000000000003,,9,9,456501,641816,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718732,2023-04-03,WSN,TBR,Washington Nationals,Tampa Bay Rays,0.334,0.6659999999999999,10.483,4.677147741947008,False,2,6,0.334,,9,9,592866,656876,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718725,2023-04-03,NYY,PHI,New York Yankees,Philadelphia Phillies,0.47200000000000003,0.528,9.544,4.540051101033996,True,8,1,0.47200000000000003,,9,9,641482,592836,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718724,2023-04-03,BOS,PIT,Boston Red Sox,Pittsburgh Pirates,0.629,0.371,9.475,4.656326341656048,False,6,7,0.629,,9,7,676710,670912,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718719,2023-04-03,KCR,TOR,Kansas City Royals,Toronto Blue Jays,0.334,0.6659999999999999,10.054,4.599683032557786,True,9,5,0.334,,9,9,663903,621244,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718727,2023-04-03,STL,ATL,St. Louis Cardinals,Atlanta Braves,0.41300000000000003,0.587,13.691,5.835882024167383,False,4,8,0.41300000000000003,,9,9,663765,450203,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718726,2023-04-03,TEX,BAL,Texas Rangers,Baltimore Orioles,0.54,0.45999999999999996,8.453,4.318771931926945,False,0,2,0.54,,9,7,592351,680694,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718723,2023-04-03,HOU,DET,Houston Astros,Detroit Tigers,0.5790000000000001,0.42099999999999993,9.279,4.678371404666372,False,6,7,0.5790000000000001,,9,8,686613,571510,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718721,2023-04-03,OAK,CLE,Oakland Athletics,Cleveland Guardians,0.467,0.5329999999999999,10.493,4.631840994680193,False,11,12,0.467,,9,9,621076,668676,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718722,2023-04-03,SDP,ARI,San Diego Padres,Arizona Diamondbacks,0.545,0.45499999999999996,11.519,4.980124396036709,True,5,4,0.545,,9,8,677960,669194,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718720,2023-04-03,SEA,LAA,Seattle Mariners,Los Angeles Angels,0.497,0.503,7.476,4.059978325065296,False,3,7,0.497,,8,9,669923,672282,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718718,2023-04-03,LAD,COL,Los Angeles Dodgers,Colorado Rockies,0.652,0.348,12.863,5.431963825358192,True,13,4,0.652,,9,9,675627,663372,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718717,2023-04-04,SDP,ARI,San Diego Padres,Arizona Diamondbacks,0.457,0.5429999999999999,9.136,4.397670292325245,False,6,8,0.457,,8,9,506433,668678,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718716,2023-04-04,CIN,CHC,Cincinnati Reds,Chicago Cubs,0.47400000000000003,0.526,13.475,5.546474105231178,False,5,12,0.47400000000000003,,9,9,570666,669713,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718714,2023-04-04,MIA,MIN,Miami Marlins,Minnesota Twins,0.56,0.43999999999999995,8.133,4.194914897825699,True,1,0,0.56,,9,9,645261,628317,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718715,2023-04-04,WSN,TBR,Washington Nationals,Tampa Bay Rays,0.432,0.5680000000000001,11.82,4.859794234327211,False,6,10,0.432,,9,9,641771,676596,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718710,2023-04-04,NYY,PHI,New York Yankees,Philadelphia Phillies,0.5760000000000001,0.42399999999999993,8.826,4.2820233535094125,False,1,4,0.5760000000000001,,9,9,593334,621381,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745444,2024-03-20,SDP,LAD,San Diego Padres,Los Angeles Dodgers,0.4,0.6,8.99,4.438456939072407,False,2,5,0.4,,9,9,506433,607192,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746175,2024-03-21,LAD,SDP,Los Angeles Dodgers,San Diego Padres,0.63,0.37,10.419,4.683528477547671,False,11,15,0.63,,9,9,808967,605397,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747060,2024-03-28,BAL,LAA,Baltimore Orioles,Los Angeles Angels,0.713,0.28700000000000003,8.855,4.540041299371626,True,11,3,0.713,,9,9,669203,663776,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746737,2024-03-28,CIN,WSN,Cincinnati Reds,Washington Nationals,0.654,0.346,11.941,5.134736507358483,True,8,2,0.654,,9,9,593423,680686,2024,9.5,0.651,0.349,0.41384499623777277,0.5861550037622273,128.0,-164.0,fanduel,fanduel,0.07114650112866816,-0.07114650112866816,over,128.0,0.07114650112866816,0.020660276170993225,206.6,264.45,1.0,,,,,,,,,,,,,,,,,,,,,
745445,2024-03-28,SDP,SFG,San Diego Padres,San Francisco Giants,0.633,0.367,8.311,4.09295480062998,True,6,4,0.633,,9,9,506433,657277,2024,7.5,0.534,0.466,0.5,0.5,-110.0,-110.0,fanduel,fanduel,0.010199999999999987,-0.010199999999999987,,,,0.0,0.0,0.0,,1.0,0.7533849129593811,0.24661508704061885,-410.0,280.0,fanduel,fanduel,,,0.06707946336429305,-0.108346421663443,0.10834642166344305,-0.19763504741236962,0.3488537330754351,away,280.0,0.10834642166344305,0.031147654738878136,311.48,-311.48,0.0
746165,2024-03-28,LAD,STL,Los Angeles Dodgers,St. Louis Cardinals,0.747,0.253,9.936,4.382225918411783,True,7,1,0.747,,9,9,607192,571945,2024,8.5,0.612,0.388,0.5715249662618084,0.42847503373819157,-154.0,120.0,fanduel,fanduel,0.012142510121457506,-0.01214251012145745,,,,0.0,0.0,0.0,,1.0,0.6659815005138747,0.3340184994861253,-225.0,188.0,fanduel,fanduel,,,0.03952991452991439,0.07291664953751276,-0.07291664953751276,0.0672973278520041,-0.24802667214799595,home,-225.0,0.07291664953751276,0.03785474691675231,378.55,168.24,1.0
745116,2024-03-28,TBR,TOR,Tampa Bay Rays,Toronto Blue Jays,0.536,0.46399999999999997,8.357,4.24376613398995,False,2,8,0.536,,9,9,621107,621244,2024,8.0,0.4967391304347826,0.5032608695652174,0.4891657638136511,0.5108342361863488,-105.0,-115.0,consensus,consensus,0.002272009986339474,-0.002272009986339474,,,,0.0,0.0,0.0,,1.0,0.5427435387673957,0.4572564612326043,-130.0,110.0,fanduel,fanduel,,,0.04140786749482395,-0.00606918489065611,0.006069184890656054,-0.05049922006423002,-0.02701614314115308,,,,0.0,0.0,0.0,
746335,2024-03-28,KCR,MIN,Kansas City Royals,Minnesota Twins,0.496,0.504,8.963,4.398821546732716,False,1,4,0.496,,9,9,666142,641154,2024,4.5,0.854,0.146,0.5861799726722624,0.4138200273277377,-165.0,127.5,consensus,consensus,0.08034600819832127,-0.08034600819832127,over,-165.0,0.08034600819832127,0.02907346232676166,290.73,176.2,1.0,1.0,0.22964509394572025,0.7703549060542798,310.0,-450.0,fanduel,fanduel,,,0.06208425720620836,0.23971941544885178,-0.23971941544885178,0.9243944885177451,-0.35144551148225456,,,,0.0,0.0,0.0,
746821,2024-03-28,CWS,DET,Chicago White Sox,Detroit Tigers,0.325,0.675,6.952,3.9130162279244383,False,0,1,0.325,,9,9,676979,669373,2024,3.5,0.788,0.212,0.4669102720259846,0.5330897279740154,102.0,-130.0,fanduel,fanduel,0.09632691839220459,-0.09632691839220464,over,102.0,0.09632691839220459,0.03375958937371133,337.6,-337.6,0.0,1.0,0.2172088967666314,0.7827911032333685,336.5,-487.5,consensus,consensus,,,0.05881994967244486,0.09701199291003176,-0.0970119929100316,0.3715741834386348,-0.17354825166161963,home,336.5,0.09701199291003176,0.027605808576421604,276.06,-276.06,0.0
746089,2024-03-28,MIA,PIT,Miami Marlins,Pittsburgh Pirates,0.554,0.44599999999999995,8.403,4.273241275659497,False,5,6,0.554,,9,9,666200,656605,2024,8.0,0.49023861171366595,0.5097613882863341,0.4891657638136511,0.5108342361863488,-105.0,-115.0,fanduel,fanduel,0.0003218543700044263,-0.0003218543700044263,,,,0.0,0.0,0.0,,1.0,0.5545152521896708,0.4454847478103292,-136.0,116.0,fanduel,fanduel,,,0.039234149403641005,-0.00046372697070362623,0.00046372697070368174,-0.03855764741414519,-0.036751294472968876,,,,0.0,0.0,0.0,
746418,2024-03-28,HOU,NYY,Houston Astros,New York Yankees,0.5680000000000001,0.43199999999999994,9.017,4.628251397666293,False,4,5,0.5680000000000001,,9,9,664285,641482,2024,11.5,0.259,0.741,0.4368658399098084,0.5631341600901917,116.0,-148.0,fanduel,fanduel,-0.053359751972942515,0.053359751972942515,,,,0.0,0.0,0.0,,1.0,0.5543606364172068,0.4456393635827932,-142.0,112.0,fanduel,fanduel,,,0.05847497271167956,0.012275427224513913,-0.012275427224513968,-0.03432445492044783,-0.08126845492044787,,,,0.0,0.0,0.0,
745039,2024-03-28,TEX,CHC,Texas Rangers,Chicago Cubs,0.507,0.493,7.295,4.082888070961534,True,4,3,0.507,,9,9,543135,657006,2024,8.5,0.358,0.642,0.48071979434447304,0.519280205655527,-102.0,-120.0,fanduel,fanduel,-0.0368159383033419,0.036815938303341955,,,,0.0,0.0,0.0,,1.0,0.5242214532871973,0.47577854671280273,-120.0,102.0,fanduel,fanduel,,,0.04050405040504046,-0.015499307958477537,0.015499307958477537,-0.06734273356401377,-0.00761873356401388,,,,0.0,0.0,0.0,
745687,2024-03-28,OAK,CLE,Oakland Athletics,Cleveland Guardians,0.216,0.784,9.14,4.470838847464758,False,0,8,0.216,,9,9,622072,669456,2024,7.5,0.592,0.408,0.47639484978540764,0.5236051502145922,100.0,-122.0,fanduel,fanduel,0.03468154506437765,-0.03468154506437765,,,,0.0,0.0,0.0,,1.0,0.42928940388105546,0.5707105961189445,124.0,-146.0,fanduel,fanduel,,,0.039924506387921,-0.19196046349294993,0.19196046349295004,-0.4683831735306435,0.2850484977022333,,,,0.0,0.0,0.0,
747224,2024-03-28,ARI,COL,Arizona Diamondbacks,Colorado Rockies,0.673,0.32699999999999996,10.079,4.7771078070313635,True,16,1,0.673,,9,9,668678,607536,2024,8.5,0.616,0.384,0.5,0.5,-110.0,-110.0,fanduel,fanduel,0.03479999999999994,-0.0348,,,,0.0,0.0,0.0,,1.0,0.6613039796782388,0.33869602032176116,-220.0,184.0,fanduel,fanduel,,,0.039612676056338,0.010526418289585115,-0.01052641828958506,-0.022792148410437862,-0.06799833022862001,,,,0.0,0.0,0.0,
745283,2024-03-28,SEA,BOS,Seattle Mariners,Boston Red Sox,0.454,0.546,7.604,3.7069103037435367,False,4,6,0.454,,9,9,622491,678394,2024,7.5,0.475,0.525,0.47639484978540764,0.5236051502145922,100.0,-122.0,fanduel,fanduel,-0.0003110172845220971,0.0003110172845220971,,,,0.0,0.0,0.0,,0.7432515619861887,0.5823742190069057,0.41762578099309433,-154.0,130.0,fanduel,fanduel,,,0.041081821294077336,-0.08587290491607574,0.0858729049160758,-0.18109523520083903,0.1580469775910912,away,130.0,0.0858729049160758,0.030393649536748314,303.94,395.12,1.0
745117,2024-03-29,TBR,TOR,Tampa Bay Rays,Toronto Blue Jays,0.523,0.477,8.27,4.031513363490192,True,8,2,0.523,,9,9,650644,605135,2024,8.0,0.4822771213748657,0.5177228786251342,0.48071979434447304,0.519280205655527,-102.0,-120.0,fanduel,fanduel,0.0004671981091178279,-0.0004671981091178834,,,,0.0,0.0,0.0,,1.0,0.5427435387673957,0.4572564612326043,-130.0,110.0,fanduel,fanduel,,,0.04140786749482395,-0.017769184890656042,0.017769184890656098,-0.0711992200642299,-0.00244614314115299,,,,0.0,0.0,0.0,
746091,2024-03-29,MIA,PIT,Miami Marlins,Pittsburgh Pirates,0.622,0.378,8.551,4.484796427932933,False,2,7,0.622,,9,9,640462,527048,2024,8.5,0.458,0.542,0.4850248160191682,0.5149751839808318,-104.0,-118.0,fanduel,fanduel,-0.00810744480575043,0.00810744480575043,,,,0.0,0.0,0.0,,1.0,0.5634920634920635,0.4365079365079365,-142.0,120.0,fanduel,fanduel,,,0.04132231404958686,0.05265714285714285,-0.05265714285714285,0.05005709814442205,-0.15552825396825387,,,,0.0,0.0,0.0,
746412,2024-03-29,HOU,NYY,Houston Astros,New York Yankees,0.48700000000000004,0.5129999999999999,10.393,5.024395585540613,False,1,7,0.48700000000000004,,9,9,664299,607074,2024,9.0,0.5707964601769911,0.42920353982300885,0.5149751839808318,0.4850248160191682,-118.0,-104.0,fanduel,fanduel,0.01521280762977606,-0.015212807629776004,,,,0.0,0.0,0.0,,0.9084234940764225,0.5327882529617888,0.4672117470382112,-124.0,106.0,fanduel,fanduel,,,0.039008321775312105,-0.03743561226888292,0.03743561226888281,-0.10516942326442819,0.03957356017261371,,,,0.0,0.0,0.0,
747223,2024-03-29,ARI,COL,Arizona Diamondbacks,Colorado Rockies,0.715,0.28500000000000003,11.267,5.117979191047967,True,7,3,0.715,,9,9,518876,615698,2024,9.0,0.6487376509330406,0.3512623490669594,0.5108342361863488,0.4891657638136511,-115.0,-105.0,fanduel,fanduel,0.04137102442400753,-0.04137102442400753,,,,0.0,0.0,0.0,,1.0,0.6777862016679302,0.32221379833206976,-240.0,198.0,fanduel,fanduel,,,0.041452822739834305,0.03349241849886275,-0.03349241849886275,0.007644711902956791,-0.13961028809704312,,,,0.0,0.0,0.0,
745682,2024-03-29,OAK,CLE,Oakland Athletics,Cleveland Guardians,0.48200000000000004,0.518,10.471,4.690965678834156,False,4,6,0.48200000000000004,,9,9,548389,671106,2024,7.5,0.71,0.29,0.5108342361863488,0.4891657638136511,-115.0,-105.0,fanduel,fanduel,0.059749729144095376,-0.05974972914409532,,,,0.0,0.0,0.0,,1.0,0.4572564612326044,0.5427435387673956,110.0,-130.0,fanduel,fanduel,,,0.04140786749482395,0.022269184890656102,-0.02226918489065599,0.0070038568588469685,-0.07916075852576848,,,,0.0,0.0,0.0,
745276,2024-03-29,SEA,BOS,Seattle Mariners,Boston Red Sox,0.54,0.45999999999999996,6.757,3.627664675793506,True,1,0,0.54,,9,9,669923,601713,2024,7.5,0.383,0.617,0.4723837209302325,0.5276162790697675,104.0,-121.0,consensus,consensus,-0.02681511627906974,0.02681511627906974,,,,0.0,0.0,0.0,,1.0,0.5634920634920635,0.4365079365079365,-142.0,120.0,fanduel,fanduel,,,0.04132231404958686,-0.02114285714285713,0.02114285714285713,-0.07571473284149344,0.006831746031746078,,,,0.0,0.0,0.0,
745435,2024-03-29,SDP,SFG,San Diego Padres,San Francisco Giants,0.5720000000000001,0.42799999999999994,9.178,4.404124884696164,False,3,8,0.5720000000000001,,9,9,605397,690986,2024,7.5,0.608,0.392,0.5236051502145922,0.47639484978540764,-122.0,100.0,fanduel,fanduel,0.025318454935622348,-0.025318454935622292,,,,0.0,0.0,0.0,,1.0,0.5742343084741106,0.4257656915258894,-148.0,126.0,fanduel,fanduel,,,0.039252069654581945,-0.002010877626699492,0.002010877626699492,-0.041139115877311117,-0.03322495371514922,,,,0.0,0.0,0.0,
